jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
Junior Well Log Analyst,TGT group,"Kuwait City, Kuwait",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' software development ', ' software engineering ', ' engineering ', ' analysis ', ' development']"
Reporting Specialist,500 Global,"Riyadh, Saudi Arabia",Not specified,None,"[' Accounting/Finance ', ' Administration ', ' Analyst/Research ', ' Reporting ', ' Finance ', ' Microsoft Excel ', ' Accounting ', ' Analysis ', ' Financial Analysis ', ' Commerce']"
SAP Consultant " business One",Egast,"Bab Sharq, Alexandria, Egypt",Experienced,2 - 10 Yrs of Exp,"[' Business Development ', ' Analysis ', ' ABAP ', ' business ', ' Computer Science ', ' Data Analysis ', ' Consulting ', ' Information Technology (IT) ', ' SAP ', ' Software']"
Data Engineer lead,BBI,"Nasr City, Cairo, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' Data Engineering ', ' Informatica ETL ', ' Data Management ', ' Data Management Sloutions ', ' ETL Tools ', ' Database ', ' Microsoft SQL Server ', ' SQL']"
Senior Outsystems Developer -UAE,LINK Development,"Dubai, United Arab Emirates",Experienced,3 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' T-SQL ', ' OLAP ', ' BI ', ' SQL ', ' SSRS ', ' ETL ', ' Power BI ', ' Data Warehouse']"
Data Analysis/Analytics Instructor (Excel - Power BI),EpsilonAI,"Nasr City, Cairo, Egypt",Experienced,1+ Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Training/Instructor ', ' Analysis ', ' business ', ' Business Intelligence ', ' Data Analysis ', ' Computer Science ', ' Power BI ', ' SQL']"
Junior Backend Developer,waffarha.com,"Downtown, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' PHP ', ' Computer Science ', ' Git ', ' Software Engineering ', ' Laravel ', ' Software ', ' Software Development ', ' JavaScript']"
Head of Data & Analytics,eVision,"New Cairo, Cairo, Egypt",Experienced,9 - 15 Yrs of Exp,"[' IT/Software Development ', ' Data Analysis ', ' Data Management']"
Pre-sales Consultant,DXC.technology,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Real Estate ', ' Customer Service ', ' Customer Support ', ' Property']"
Senior Manager - IT Infrastructure,Higher Colleges of Technology,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Customer Service ', ' Project Management ', ' Marketing ', ' Information Technology (IT) ', ' Customer Support']"
ERP System Administrator,Confidential,"6th of October, Giza, Egypt",Experienced,3 - 7 Yrs of Exp,"[' IT/Software Development ', ' ERP ', ' ERP System ', ' Information Technology (IT) ', ' System Administration ', ' Computer Science ', ' SAP ', ' Oracle ', ' CRM ', ' SQL']"
IT Specialist,Greenway,"Sidi Gaber, Alexandria, Egypt",Experienced,5 - 8 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Hardware ', ' computer ', ' Installation ', ' Information Technology (IT) ', ' IT ', ' network']"
Senior HR Analyst,Mercer,"Dubai, United Arab Emirates",Not specified,None,"[' Human Resources ', ' IT/Software Development ', ' Analyst/Research ', ' Information Technology (IT) ', ' Human Resources (HR) ', ' Computer Science ', ' Analysis ', ' Recruitment ', ' Business Analysis ', ' Microsoft Office']"
HR Associate French Speaker Non-headcount (Temporary Contract),Viatris Inc,"Cairo, Egypt",Not specified,None,"[' Human Resources ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' computer science ', ' engineering ', ' human resources (hr) ', ' information technology (it) ', ' hr ', ' recruitment']"
QC Welding Inspector,"Oceaneering International, Inc","Riyadh, Saudi Arabia",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' Quality ', ' Engineering - Other ', ' quality control ', ' qc ', ' quality assurance ', ' qa ', ' science ', ' inspection ', ' microsoft word']"
Security Engineer,BayanTech,"Cairo, Egypt",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Security ', ' Computer Engineering ', ' Software Engineering ', ' Networking']"
Senior System Admin,Egyptian Cultural Center,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Engineering ', ' computer ', ' IT ', ' MCSA ', ' MCSE ', ' CCNA']"
Junior Operations Engineer - Network/Cloud,Link Datacenter,"Giza, Egypt",Experienced,0 - 1 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Communication ', ' Operations ', ' Project Management ', ' SQL ', ' Management ', ' Communication skills']"
Senior IT Security Administrator,Kandil Industries,"10th of Ramadan City, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CCNA ', ' CCNP ', ' computer ', ' Computer Engineering ', ' Computer Science ', ' Engineering ', ' Firewall ', ' Information Technology (IT)']"
Science Teacher,Nefertari International School,"Cairo, Egypt",Experienced,2+ Yrs of Exp,"[' R&D/Science ', ' Education/Teaching ', ' Education ', ' Science ', ' Teaching ', ' Planning ', ' Classroom Management ', ' teachers']"
IT Manager,Al Janobi Co. For Contracting,"New Cairo, Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' computer ', ' Computer Engineering ', ' Computer Hardware ', ' Computer Science ', ' Information Technology (IT) ', ' IT ', ' Management']"
Front End Team Lead,CrossWorkers,"New Cairo, Cairo, Egypt",Experienced,6 - 9 Yrs of Exp,"[' IT/Software Development ', ' Computer Science ', ' front-end ', ' Information Technology (IT) ', ' React ', ' Typescript ', ' JavaScript ', ' React Native']"
Network Manager,Farah Experiences LLC,"Dubai, United Arab Emirates",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Networking ', ' Project Management ', ' Management ', ' Networks']"
"Graduate Development Program (Saudi Nationals, Jeddah Residents)",Mercer,"Riyadh, Saudi Arabia",Not specified,None,"[' Accounting/Finance ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Information Technology (IT) ', ' Software Development ', ' SQL ', ' Programming ', ' C# ', ' Software Engineering']"
Senior Backend Developer (nodejs),Pro Dev Tech,"Cairo, Egypt",Experienced,4+ Yrs of Exp,"[' IT/Software Development ', ' backend ', ' Design ', ' Development ', ' Git ', ' Information Technology (IT) ', ' Programming ', ' Software Development ', ' API ', ' Computer Science']"
Backend Laravel Developer (Experienced),Road9 Media,"Maadi, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Development ', ' Laravel ', ' Information Technology (IT) ', ' RESTful ', ' PHP ', ' Computer Science ', ' Database ', ' MySQL']"
Solution Architect,INTERSEC Group,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Computer Engineering ', ' Software Engineering ', ' Software Development ', ' Solution Architecture']"
Product Manager (Automotive Sector),Nile Projects & Trading,"6th of October, Giza, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Communication ', ' Computer Science ', ' Information Technology (IT) ', ' Engineering ', ' Product Management ', ' Software Development ', ' Sales']"
AI And Machine Learning Engineer,Pro Dev Tech,"Cairo, Egypt",Experienced,4+ Yrs of Exp,"[' IT/Software Development ', ' AI ', ' Artificial Intelligence ', ' Information Technology (IT) ', ' Machine Learning ', ' Computer Science ', ' Software Engineering ', ' Programming']"
"Database Consulting Architect - Professional Services, Saudi Arabia",Nutanix,"Riyadh, Saudi Arabia",Not specified,None,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Information Technology (IT) ', ' Infrastructure ', ' C++ ', ' Computer Engineering ', ' DevOps ', ' Engineering']"
Full Stack Developer (Junior or mid level) (.net - angular/react),MiracleEgypt,"Hadayek Alahram, Giza, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Full Stack ', ' Full Stack Developer ', ' front-end ', ' developer ', ' Computer Science ', ' Information Technology (IT) ', ' Software Development ', ' React ', ' JavaScript']"
"Global VP, Network Agent & SSL",DP World,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' computer science ', ' information technology (it) ', ' customer service ', ' sales ', ' ssl ', ' communication skills ', ' operations']"
IT Network Administrator,Roya Developments,"Sheraton, Cairo, Egypt",Experienced,3 - 9 Yrs of Exp,"[' IT/Software Development ', ' CCNA ', ' Cisco ', ' Computer Engineering ', ' Computer Science ', ' Information Technology (IT) ', ' IT ', ' Network Administration ', ' Networks ', ' Security']"
Field Service Engineer Entertainment Lighting,Signify Holding,"Dubai, United Arab Emirates",Not specified,None,"[' Installation/Maintenance/Repair ', ' Engineering - Mechanical/Electrical ', ' Engineering - Other ', ' Engineering ', ' Electrical Engineering ', ' Installation ', ' Maintenance ', ' Information Technology (IT) ', ' Computer Science ', ' Biomedical']"
"Program Manager - Seller Reimbursements, MENA 3P Profitability & Selection",Amazon Middle East and North Africa FZ,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' Project Management ', ' Information Technology (IT) ', ' Management ', ' Computer Science ', ' Engineering ', ' Program Management ', ' Programming']"
SENIOR MANAGER - PRODUCT DEVELOPMENT & MARKETING,Cargoes,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Customer Service ', ' Project Management ', ' Marketing ', ' Information Technology (IT) ', ' Customer Support']"
Client Success Manager - Upstream Oil & Gas,Rystad Energy,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' Operations/Management ', ' Sales/Retail ', ' Customer Service ', ' Customer Care ', ' Customer Support ', ' Sales ', ' Sales Skills ', ' Marketing ', ' Account Management']"
Database Administrator - SQL,EGID company,"New Cairo, Cairo, Egypt",Experienced,2 - 4 Yrs of Exp,"[' IT/Software Development ', ' Administrator ', ' Computer Science ', ' Database Administrator ', ' SQL ', ' Microsoft Certified Database Administrator ', ' Oracle ', ' Database']"
HRIS and Reporting Analyst,Borr Drilling,"Dubai, United Arab Emirates",Not specified,None,"[' Accounting/Finance ', ' Customer Service/Support ', ' Analyst/Research ', ' Analysis ', ' Finance ', ' Accounting ', ' Reporting ', ' Financial Analysis ', ' Call Center ', ' Microsoft Office']"
Investment Consulting Intern,Mercer,"Dubai, United Arab Emirates",Not specified,None,"[' Accounting/Finance ', ' Customer Service/Support ', ' Medical/Healthcare ', ' Accounting ', ' Commerce ', ' Finance ', ' CIA ', ' CPA ', ' Microsoft Office ', ' Big 4 firm']"
Odoo Developer,JRM for Communications,"Nasr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Odoo ', ' Python ', ' Programming ', ' Computer Science ', ' CRM']"
Network Security Engineer,Link Datacenter,"Maadi, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CCIE ', ' CCNP ', ' computer ', ' Computer Science ', ' Engineering ', ' Information Technology (IT) ', ' network']"
Dairy Laboratory Specialist,Milkys,"Noubaria, Beheira, Egypt",Experienced,2 - 5 Yrs of Exp,"[' R&D/Science ', ' dairy science ', ' Dairy ', ' Laboratory ', ' Food ', ' Science']"
IT Operation Team Lead,Caduceus Lane,"San Stefano, Alexandria, Egypt",Experienced,7 - 10 Yrs of Exp,"[' males_only ', ' IT/Software Development ', ' IT Service Management ', ' Information Technology (IT) ', ' Computer Science ', ' Software Development ', ' Information Systems ', ' CCNA ', ' Cloud Computing ', ' ITIL ', ' MCSA']"
"VB.C#.NET, 3.5/4.0 framework, ASP.NET Developer",Career Raiser,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' computer science ', ' information technology (it) ', ' asp.net ', ' c# ', ' .net ', ' mvc ', ' sql']"
IT Team Leader,ElMehy Engineering Company,"Heliopolis, Cairo, Egypt",Experienced,10 - 15 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Communication skills ', ' English ', ' Computer Science ', ' SAP ', ' Sharepoint ', ' SQL ', ' sales skills ', ' MS SQL']"
Senior Java Developer,Egabi FSI,"Sheraton, Cairo, Egypt",Experienced,5+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Git ', ' Information Technology (IT) ', ' Java ', ' OOP ', ' Software ', ' Computer Science ', ' Software Engineering']"
"Manager, Student Information Systems",University of Doha for Science and Technology (UDST),"Doha, Qatar",Experienced,8+ Yrs of Exp,"[' IT/Software Development ', ' Operations/Management ', ' Education/Teaching ', ' Information Technology (IT) ', ' Computer Science ', ' ERP ', ' Engineering ', ' Computer Engineering ', ' Customer Service ', ' Information Technology']"
IT Team Leader,Engosoft,"Nasr City, Cairo, Egypt",Experienced,6+ Yrs of Exp,"[' males_only ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Leadership ', ' Management ', ' Software ', ' Software Development ', ' Computer Science ', ' Cisco Firewall ', ' Firewall']"
Medical Sales Supervisor (Cairo - Alex - Tanta -Assiut),STIO Life Science,"Heliopolis, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Operations/Management ', ' Sales/Retail ', ' Pharmaceutical ', ' MEDICINE ', ' Sales ', ' Science ', ' Veterinary ', ' sales skills ', ' Sales Target ', ' Medical']"
Senior Full Stack Developer .Net + Angular,ICIS,"New Cairo, Cairo, Egypt",Experienced,5+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Computer Science ', ' Information Technology (IT) ', ' Oracle ', ' SQL ', ' Asp.Net ', ' MVC ', ' HTML5']"
Executive II - Business Development,Petrofac,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' computer science ', ' information technology (it) ', ' project management ', ' microsoft office ', ' sales ', ' marketing ', ' quality']"
Specialist Geotechnical & Civil Engineer/Resident Engineer -Tunneling (KSA),WSP,"Riyadh, Saudi Arabia",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' Creative/Design/Art ', ' Project/Program Management ', ' engineering ', ' civil engineering ', ' complementary infrastructure ', ' structural engineering ', ' construction ', ' civil ', ' earthworks']"
SAP Business Analyst,El Teriak Industrial Group,"Cairo, Egypt",Experienced,5 - 10 Yrs of Exp,"[' Accounting/Finance ', ' IT/Software Development ', ' Analyst/Research ', ' Analysis ', ' business ', ' Business Analysis ', ' Business Intelligence ', ' Computer Science ', ' Data Analysis ', ' excel']"
QC Lab Chemist,Confidential,"Giza, Egypt",Experienced,1 - 3 Yrs of Exp,"[' males_only ', ' R&D/Science ', ' Quality ', ' QC ', ' Quality Control ', ' Science ', ' Chemistry']"
Plasma Quality Assurance Senior Manager,Grifols Egypt for Plasma Derivatives,"New Cairo, Cairo, Egypt",Experienced,10 - 13 Yrs of Exp,"[' Quality ', ' Communication ', ' Communication skills ', ' Computer Science ', ' Management ', ' Manufacturing ', ' Health ', ' Pharma ', ' Planning ', ' quality']"
Senior Full Stack Developer (.Net & Angular 14+),Link Datacenter,"Maadi, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Agile ', ' Angular ', ' Computer Science ', ' CSS3 ', ' Git ', ' HTML ', ' Information Technology (IT)']"
Applications Development Consultant (.NET),Mekdam Holding Group,"Doha, Qatar",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Software Development ', ' Software Engineering ', ' SQL ', ' Engineering ', ' Computer Engineering']"
